16  18287.6676817  31.0407597466
32  12178.3943384  36.8612335524
64  10622.4300547  17.8718518038
128  20765.4581121  29.0563322239
256  39135.4647762  175.305088927
512  60744.6222301  254.038360393 
1024  75195.0822646  431.243148511 
